name,url,rating,type,grade,pitches,length,latitude,longitude,votes,state,gorge,area,crag,subcrag,yds,protection
ae911truth.org,https://www.mountainproject.com/route/111042582/ae911truthorg,2.0,Sport,5.10b,1,60.0,37.64036,-83.67556,33,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),Secret Garden,,10.0,
Cock to the Rock,https://www.mountainproject.com/route/111042603/cock-to-the-rock,2.4,Sport,5.10b,1,70.0,37.64036,-83.67556,39,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),Secret Garden,,10.0,
Rethink911.org,https://www.mountainproject.com/route/111085175/rethink911org,2.1,Sport,5.10b,1,55.0,37.64036,-83.67556,29,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),Secret Garden,,10.0,
Rememberbuilding7.org,https://www.mountainproject.com/route/111085182/rememberbuilding7org,2.1,Sport,5.10b,1,55.0,37.64036,-83.67556,12,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),Secret Garden,,10.0,
Controlled Demolition,https://www.mountainproject.com/route/111839686/controlled-demolition,2.0,Sport,5.10b,1,45.0,37.64036,-83.67556,2,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),Secret Garden,,10.0,
Leech Line,https://www.mountainproject.com/route/110529391/leech-line,2.0,Trad,5.10,1,75.0,37.64036,-83.67556,2,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),Secret Garden,,10.0,
Flashback,https://www.mountainproject.com/route/110429220/flashback,3.6,Trad,5.10c,1,80.0,37.64036,-83.67556,5,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),Secret Garden,,10.0,
Heavy Flow,https://www.mountainproject.com/route/110429202/heavy-flow,1.8,Trad,5.10+,1,60.0,37.64036,-83.67556,4,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),Secret Garden,,10.0,
Sloppy Seconds,https://www.mountainproject.com/route/110529834/sloppy-seconds,3.4,Sport,5.11a,1,80.0,37.64036,-83.67556,60,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),Secret Garden,,11.0,
Linear Regression,https://www.mountainproject.com/route/111085112/linear-regression,3.4,Sport,5.11a,1,85.0,37.64036,-83.67556,52,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),Secret Garden,,11.0,
American Juggalo,https://www.mountainproject.com/route/113828991/american-juggalo,3.0,Sport,5.11a,1,50.0,37.64036,-83.67556,1,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),Secret Garden,,11.0,
patriotsquestion911.com,https://www.mountainproject.com/route/113551532/patriotsquestion911com,2.7,Sport,5.11a,1,50.0,37.64036,-83.67556,10,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),Secret Garden,,11.0,
Spork,https://www.mountainproject.com/route/110529796/spork,3.0,Trad,5.11b,1,70.0,37.64036,-83.67556,2,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),Secret Garden,,11.0,
So What?,https://www.mountainproject.com/route/111042616/so-what,2.6,Sport,5.11b,1,65.0,37.64036,-83.67556,10,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),Secret Garden,,11.0,
Red Devil,https://www.mountainproject.com/route/111085138/red-devil,3.1,Sport,5.11b,1,85.0,37.64036,-83.67556,9,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),Secret Garden,,11.0,
Little T,https://www.mountainproject.com/route/111085166/little-t,2.8,Sport,5.11b,1,50.0,37.64036,-83.67556,14,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),Secret Garden,,11.0,
Feeding Frenzy,https://www.mountainproject.com/route/113801424/feeding-frenzy,3.0,Trad,5.11b,1,,37.64036,-83.67556,2,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),Secret Garden,,11.0,
Stinky Johnny's,https://www.mountainproject.com/route/111680983/stinky-johnnys,2.7,Sport,5.11b,1,65.0,37.64036,-83.67556,7,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),Secret Garden,,11.0,
Bees in the Trap,https://www.mountainproject.com/route/110529445/bees-in-the-trap,3.1,Sport,5.11d,1,80.0,37.64036,-83.67556,14,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),Secret Garden,,11.0,
Linny Lu,https://www.mountainproject.com/route/110367190/linny-lu,2.2,Sport,5.10a,1,55.0,37.64136,-83.68044,5,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),Serenity Point,,10.0,
Dancing Queen,https://www.mountainproject.com/route/110367173/dancing-queen,1.7,Sport,5.10b,1,60.0,37.64136,-83.68044,17,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),Serenity Point,,10.0,
Dirty Habit,https://www.mountainproject.com/route/110356284/dirty-habit,2.5,Sport,5.10d,1,80.0,37.64136,-83.68044,13,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),Serenity Point,,10.0,
Sundial,https://www.mountainproject.com/route/111688212/sundial,3.6,Sport,5.11a,1,90.0,37.64136,-83.68044,37,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),Serenity Point,,11.0,
Malignant,https://www.mountainproject.com/route/110367048/malignant,2.4,Sport,5.11a,1,90.0,37.64136,-83.68044,13,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),Serenity Point,,11.0,
BCL,https://www.mountainproject.com/route/112886782/bcl,2.3,Sport,5.11a,1,50.0,37.64136,-83.68044,13,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),Serenity Point,,11.0,
Hammer Time,https://www.mountainproject.com/route/110356289/hammer-time,3.6,Sport,5.11b,1,70.0,37.64136,-83.68044,38,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),Serenity Point,,11.0,
Rising Hegemon,https://www.mountainproject.com/route/110356301/rising-hegemon,2.8,Sport,5.11b,1,65.0,37.64136,-83.68044,26,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),Serenity Point,,11.0,
Return of the Mohan,https://www.mountainproject.com/route/110356296/return-of-the-mohan,3.3,Sport,5.11d,1,55.0,37.64136,-83.68044,30,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),Serenity Point,,11.0,
Fruit of the Loin,https://www.mountainproject.com/route/111157133/fruit-of-the-loin,2.6,Trad,5.10a,1,60.0,37.64504,-83.67849,7,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),Fruit Wall,,10.0,
Slice of Spice,https://www.mountainproject.com/route/111157156/slice-of-spice,3.0,Trad,5.10a,1,50.0,37.64504,-83.67849,31,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),Fruit Wall,,10.0,
Strawberry Fields,https://www.mountainproject.com/route/112220398/strawberry-fields,2.8,Sport,5.10b,1,50.0,37.64504,-83.67849,25,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),Fruit Wall,,10.0,
Jew Jew Fruit,https://www.mountainproject.com/route/110889566/jew-jew-fruit,3.6,Sport,5.10c,1,75.0,37.64504,-83.67849,168,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),Fruit Wall,,10.0,
Heath Ledger,https://www.mountainproject.com/route/113749671/heath-ledger,3.0,Sport,5.10c R,1,80.0,37.64504,-83.67849,11,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),Fruit Wall,,10.0,R
Lichen Lessons,https://www.mountainproject.com/route/111156968/lichen-lessons,2.1,Sport,5.10c,1,60.0,37.64504,-83.67849,15,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),Fruit Wall,,10.0,
Hourglass Crack,https://www.mountainproject.com/route/112812121/hourglass-crack,3.7,Trad,5.10d,1,100.0,37.64504,-83.67849,7,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),Fruit Wall,,10.0,
Mellon Baller,https://www.mountainproject.com/route/110523573/mellon-baller,2.3,Sport,5.10d,1,60.0,37.64504,-83.67849,57,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),Fruit Wall,,10.0,
Peach Fuzz,https://www.mountainproject.com/route/110968902/peach-fuzz,2.9,Sport,5.11b,1,50.0,37.64504,-83.67849,29,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),Fruit Wall,,11.0,
Lucy in the Sky,https://www.mountainproject.com/route/116650059/lucy-in-the-sky,1.8,Sport,5.11b,1,90.0,37.64504,-83.67849,4,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),Fruit Wall,,11.0,
Witness the Citrus,https://www.mountainproject.com/route/110356279/witness-the-citrus,4.0,Sport,5.11c,1,95.0,37.64504,-83.67849,154,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),Fruit Wall,,11.0,
Just Peachy Mon,https://www.mountainproject.com/route/110522765/just-peachy-mon,3.1,Sport,5.11c,1,60.0,37.64504,-83.67849,21,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),Fruit Wall,,11.0,
Breakfast at Koops,https://www.mountainproject.com/route/110969006/breakfast-at-koops,3.6,Sport,5.11d,1,65.0,37.64504,-83.67849,33,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),Fruit Wall,,11.0,
Adrenergic Half-Life,https://www.mountainproject.com/route/116588364/adrenergic-half-life,2.0,Trad,5.10a PG13,1,80.0,37.64121,-83.67611,1,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),Monastery,,10.0,PG13
Sugar Pad,https://www.mountainproject.com/route/113834047/sugar-pad,2.0,Sport,5.10b,1,40.0,37.64121,-83.67611,2,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),Monastery,,10.0,
Thelonius,https://www.mountainproject.com/route/113172049/thelonius,1.7,Sport,5.10b,1,55.0,37.64121,-83.67611,3,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),Monastery,,10.0,
Pickled Pig's Feet,https://www.mountainproject.com/route/110523763/pickled-pigs-feet,2.3,Sport,5.10b,1,50.0,37.64121,-83.67611,6,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),Monastery,,10.0,
Narcissus,https://www.mountainproject.com/route/116592588/narcissus,2.0,Sport,5.10b,1,40.0,37.64121,-83.67611,1,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),Monastery,,10.0,
Twist your Hip and do the Dip,https://www.mountainproject.com/route/110523611/twist-your-hip-and-do-the-dip,2.0,Sport,5.10b,1,35.0,37.64121,-83.67611,3,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),Monastery,,10.0,
Goldmund,https://www.mountainproject.com/route/116564539/goldmund,,Sport,5.10d,1,70.0,37.64121,-83.67611,0,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),Monastery,,10.0,
Monks Brew,https://www.mountainproject.com/route/110521185/monks-brew,2.7,Sport,5.10d,1,50.0,37.64121,-83.67611,16,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),Monastery,,10.0,
SNUG,https://www.mountainproject.com/route/112222419/snug,1.5,Sport,5.10d,1,50.0,37.64121,-83.67611,2,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),Monastery,,10.0,
Lucifer's Unicycle,https://www.mountainproject.com/route/116592632/lucifers-unicycle,3.0,Trad,5.10d,1,60.0,37.64121,-83.67611,1,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),Monastery,,10.0,
Arete Syndrome,https://www.mountainproject.com/route/113172005/arete-syndrome,2.3,Sport,5.11a,1,55.0,37.64121,-83.67611,6,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),Monastery,,11.0,
Lounge Lizard,https://www.mountainproject.com/route/110522743/lounge-lizard,2.7,Sport,5.11b,1,60.0,37.64121,-83.67611,9,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),Monastery,,11.0,
Monk in the Middle,https://www.mountainproject.com/route/113171966/monk-in-the-middle,1.8,Sport,5.11b,1,60.0,37.64121,-83.67611,5,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),Monastery,,11.0,
Mission Creep,https://www.mountainproject.com/route/116636655/mission-creep,3.0,Sport,5.11c,1,60.0,37.64121,-83.67611,2,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),Monastery,,11.0,
Barking Dogmas,https://www.mountainproject.com/route/110430004/barking-dogmas,3.4,Sport,5.11+,1,60.0,37.64121,-83.67611,16,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),Monastery,,11.0,
End of State Maintenance,https://www.mountainproject.com/route/110534032/end-of-state-maintenance,2.8,Sport,5.10a,1,50.0,37.65088,-83.67849,41,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),The Nursery,,10.0,
Rash Decision,https://www.mountainproject.com/route/116503460/rash-decision,2.0,Sport,5.11b,1,50.0,37.65088,-83.67849,1,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),The Nursery,,11.0,
Fifth of November,https://www.mountainproject.com/route/116503440/fifth-of-november,2.0,Sport,5.11d,1,55.0,37.65088,-83.67849,1,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),The Nursery,,11.0,
Solomon Grundy,https://www.mountainproject.com/route/110806711/solomon-grundy,2.7,Sport,5.11d,1,50.0,37.65088,-83.67849,3,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),The Nursery,,11.0,
Call Me Maybe,https://www.mountainproject.com/route/110620474/call-me-maybe,3.5,Sport,5.10a,1,80.0,37.64753,-83.68238000000002,31,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),The Record Shop,,10.0,
Bitches Brew,https://www.mountainproject.com/route/110620484/bitches-brew,3.7,Trad,5.10a,1,80.0,37.64753,-83.68238000000002,9,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),The Record Shop,,10.0,
Pet Sounds,https://www.mountainproject.com/route/110620444/pet-sounds,3.0,Sport,5.10b,1,75.0,37.64753,-83.68238000000002,2,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),The Record Shop,,10.0,
TNT,https://www.mountainproject.com/route/111857139/tnt,1.0,Sport,5.11,1,50.0,37.64753,-83.68238000000002,1,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),The Record Shop,,11.0,
Fly By Night,https://www.mountainproject.com/route/111026945/fly-by-night,3.8,Sport,5.11c,1,70.0,37.64753,-83.68238000000002,9,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),The Record Shop,,11.0,
Cowboys From Hell,https://www.mountainproject.com/route/111027061/cowboys-from-hell,3.0,Sport,5.11c,1,40.0,37.64753,-83.68238000000002,6,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),The Record Shop,,11.0,
Harmony in Ultraviolet,https://www.mountainproject.com/route/112316547/harmony-in-ultraviolet,2.8,Sport,5.11c,1,80.0,37.64753,-83.68238000000002,4,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),The Record Shop,,11.0,
Hitch a Ride,https://www.mountainproject.com/route/112268685/hitch-a-ride,2.3,Sport,5.11c,1,70.0,37.64753,-83.68238000000002,3,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),The Record Shop,,11.0,
Fluffer,https://www.mountainproject.com/route/110849897/fluffer,2.8,Sport,5.10a,1,70.0,37.63986,-83.68327,24,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),Deep End,,10.0,
Pool Boy,https://www.mountainproject.com/route/110849887/pool-boy,2.9,Sport,5.10b,1,80.0,37.63986,-83.68327,25,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),Deep End,,10.0,
The Cough,https://www.mountainproject.com/route/111170530/the-cough,2.0,Sport,5.10c,1,50.0,37.63986,-83.68327,5,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),Deep End,,10.0,
Lichenosis,https://www.mountainproject.com/route/111808649/lichenosis,1.8,Sport,5.11a,1,65.0,37.63986,-83.68327,5,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),Deep End,,11.0,
Half Mast,https://www.mountainproject.com/route/110849905/half-mast,3.0,Sport,5.11b,1,50.0,37.63986,-83.68327,22,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),Deep End,,11.0,
Natural Ice,https://www.mountainproject.com/route/111808663/natural-ice,2.5,Sport,5.11b,1,65.0,37.63986,-83.68327,2,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),Deep End,,11.0,
Time Wrinkle,https://www.mountainproject.com/route/112311069/time-wrinkle,2.9,Sport,5.10c,1,45.0,37.64698,-83.67826,13,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),The Portal,,10.0,
Barefoot Barrista,https://www.mountainproject.com/route/112311088/barefoot-barrista,2.0,Sport,5.10c,1,45.0,37.64698,-83.67826,5,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),The Portal,,10.0,
Tesseract,https://www.mountainproject.com/route/110969192/tesseract,3.4,Sport,5.10d,1,55.0,37.64698,-83.67826,54,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),The Portal,,10.0,
8133,https://www.mountainproject.com/route/110969237/8133,3.4,Sport,5.11d,1,70.0,37.64698,-83.67826,21,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),The Portal,,11.0,
Last Gasp,https://www.mountainproject.com/route/116139494/last-gasp,1.5,Sport,5.10c PG13,1,95.0,37.64723,-83.68075999999998,2,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),The Morgue,,10.0,PG13
Y-Incision,https://www.mountainproject.com/route/111857273/y-incision,2.0,Sport,5.11b,1,50.0,37.64723,-83.68075999999998,4,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),The Morgue,,11.0,
Toxicology Report,https://www.mountainproject.com/route/111857291/toxicology-report,2.0,Sport,5.11d,1,45.0,37.64723,-83.68075999999998,1,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),The Morgue,,11.0,
Grain of Salt,https://www.mountainproject.com/route/111088853/grain-of-salt,1.5,Sport,5.10c,1,50.0,37.64138,-83.68193000000002,8,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),Coopers Cove,,10.0,
Road Kill,https://www.mountainproject.com/route/111088926/road-kill,3.0,Sport,5.10c/d,1,60.0,37.64138,-83.68193000000002,57,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),Coopers Cove,,10.0,
Grab n' Go,https://www.mountainproject.com/route/111088964/grab-n-go,3.2,Sport,5.10d,1,60.0,37.64138,-83.68193000000002,19,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),Coopers Cove,,10.0,
Where the Sidewalk Ends,https://www.mountainproject.com/route/111220101/where-the-sidewalk-ends,2.7,Sport,5.10d,1,60.0,37.64138,-83.68193000000002,15,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),Coopers Cove,,10.0,
Grundle Bundle,https://www.mountainproject.com/route/112254637/grundle-bundle,2.6,Sport,5.10d,1,60.0,37.64138,-83.68193000000002,8,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),Coopers Cove,,10.0,
Diesel Therapy,https://www.mountainproject.com/route/111220240/diesel-therapy,2.6,Sport,5.11a,1,60.0,37.64138,-83.68193000000002,22,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),Coopers Cove,,11.0,
Shake Down,https://www.mountainproject.com/route/111088883/shake-down,3.0,Sport,5.11a,1,60.0,37.64138,-83.68193000000002,15,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),Coopers Cove,,11.0,
The Hustle,https://www.mountainproject.com/route/111170581/the-hustle,3.4,Sport,5.11b,1,65.0,37.64138,-83.68193000000002,17,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),Coopers Cove,,11.0,
Pure Pleasure,https://www.mountainproject.com/route/111688258/pure-pleasure,3.2,Sport,5.11b,1,80.0,37.64138,-83.68193000000002,22,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),Coopers Cove,,11.0,
Poop Dolla!!,https://www.mountainproject.com/route/111089107/poop-dolla,2.5,Sport,5.11b,1,55.0,37.64138,-83.68193000000002,4,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),Coopers Cove,,11.0,
Bay Harbor Butcher,https://www.mountainproject.com/route/112254689/bay-harbor-butcher,2.3,Sport,5.11b,1,65.0,37.64138,-83.68193000000002,3,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),Coopers Cove,,11.0,
Self Medication,https://www.mountainproject.com/route/112400151/self-medication,2.6,Sport,5.11b/c,1,40.0,37.64138,-83.68193000000002,7,Kentucky,Red River Gorge,Miller Fork Recreational Preserve (MFRP),Coopers Cove,,11.0,
